"","ubicacion","lat","lon","precio_moneda","precio","ambientes","habitaciones","sup_des","sup_cub","fecha","expensas","href","tipo","fuente","sup_total"
"1","VIRREY LORETO 2000. Entre Esquina o'higgins",-34.565321,-58.448049,"ARS",125000,5,3,,,2021-09-30,33200,"https://www.properati.com.ar/detalle/3q85k_venta_departamento_belgrano_balcon_lavadero_lujoso_dependencias_garage_impecable_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_chochera_comedor_living-comedor_calefaccion_cochera_oppel-inmuebles","depto","properati",
"2","Beruti  3100 5° ",-34.58841324,-58.40781403,"ARS",80000,,2,80,,2021-09-30,15500,"https://www.properati.com.ar/detalle/3ys8t_alquiler_departamento_recoleta_balcon_lavadero_toilette_luminoso_lujoso_dependencias_garage_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_ascensor_calefaccion_zaracho-propiedades","depto","properati",80
"3","Lope De Vega  1600",-34.62456512,-58.51110458,"ARS",45000,,2,50,,2021-09-30,4000,"https://www.properati.com.ar/detalle/409q0_alquiler_departamento_monte-castro_lavadero_lujoso_placard_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_ascensor_menendez-propiedades_hnzy","depto","properati",50
"4","Libertador  900 3° ",-34.58691025,-58.38452911,"ARS",100000,,2,116,,2021-09-30,20000,"https://www.properati.com.ar/detalle/3wwcj_alquiler_departamento_recoleta_balcon_suite_lavadero_toilette_luminoso_lujoso_impecable_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_zaracho-propiedades","depto","properati",116
"5","FEDERICO LACROZE 1900. Entre Av. luis maria campos y Villan",-34.56545,-58.440903,"ARS",73000,4,3,,,2021-09-30,13200,"https://www.properati.com.ar/detalle/3ysgz_alquiler_departamento_belgrano_balcon_toilette_luminoso_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_ascensor_oppel-inmuebles_d62","depto","properati",
"6","LAS HERAS 3700. Entre Scalabrini ortiz y Ugarteche",-34.58203,-58.41235,"ARS",38000,2,1,,,2021-09-30,9993,"https://www.properati.com.ar/detalle/3s477_alquiler_departamento_palermo_balcon_lavadero_piscina_luminoso_cocina_hall_living_comedor_living-comedor_oppel-inmuebles","depto","properati",
"7","Soler  3800 3° ",-34.59240723,-58.41671371,"ARS",42000,,1,48,,2021-09-30,11500,"https://www.properati.com.ar/detalle/3zzs6_alquiler_departamento_palermo_balcon_baulera_suite_lavadero_toilette_luminoso_lujoso_garage_impecable_aire-acondicionado_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_ascensor_zaracho-propiedades","depto","properati",48
"8","Beruti  3100 5° ",-34.58841324,-58.40781403,"ARS",80000,,2,80,,2021-09-30,15500,"https://www.properati.com.ar/detalle/400jp_alquiler_departamento_recoleta_balcon_lavadero_toilette_luminoso_lujoso_dependencias_garage_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_ascensor_calefaccion_zaracho-propiedades","depto","properati",80
"9","MELIAN 2300. Entre Olazabal y Blanco encalada",-34.5663095,-58.4703235,"ARS",65000,4,3,,,2021-09-30,12205,"https://www.properati.com.ar/detalle/400tc_alquiler_departamento_belgrano_ciclovias-y-bicisendas-de-buenos-aires_oppel-inmuebles_d62","depto","properati",
"10","Guido  1800 6° ",-34.58968353,-58.39048004,"ARS",100000,,3,110,,2021-09-30,17000,"https://www.properati.com.ar/detalle/404ru_alquiler_departamento_recoleta_balcon_lavadero_toilette_lujoso_dependencias_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_ascensor_zaracho-propiedades","depto","properati",110
"11","ANCHORENA 1400. Entre Santa fe y Arenales",-34.59261,-58.40418,"ARS",230000,7,4,,,2021-09-30,34500,"https://www.properati.com.ar/detalle/3xy34_alquiler_departamento_barrio-norte_balcon_lavadero_luminoso_lujoso_dependencias_placard_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_ascensor_oppel-inmuebles","depto","properati",
"12","LA PAMPA 2100. Entre Esquina arcos",-34.56328848,-58.45170743,"ARS",150000,5,3,,,2021-09-30,22072,"https://www.properati.com.ar/detalle/3xl8r_alquiler_departamento_belgrano_oppel-inmuebles_d62","depto","properati",
"13","ALVAREZ THOMAS, AVDA. 2800. Entre Mendoza y Olazabal, av.",-34.5738102908,-58.4802518996,"ARS",35000,2,1,,,2021-09-30,7500,"https://www.properati.com.ar/detalle/3xlyb_alquiler_departamento_villa-urquiza_suite_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_comedor_vigilancia_mas-negocios-inmobiliarios","depto","properati",
"14","Pres. QUINTANA 400",-34.5887494,-58.3894668,"ARS",35000,1,,23,,2021-09-30,,"https://www.properati.com.ar/detalle/3xoru_alquiler_departamento_recoleta_impecable_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_vigilancia_calefaccion_ricardo-douer","depto","properati",23
"15","DEMARIA 4600. Entre Godoy cruz y Sinclair",-34.57415501,-58.4221442,"ARS",285000,4,2,,,2021-09-30,66435,"https://www.properati.com.ar/detalle/40335_alquiler_departamento_palermo_balcon_suite_gimnasio_lavadero_quincho_sum_toilette_luminoso_lujoso_dependencias_garage_impecable_cocina_hall_living_cochera_comedor_living-comedor_vigilancia_oppel-inmuebles","depto","properati",
"16","SUCRE, MARISCAL ANTONIO JOSE 3200. Entre Freire y Conde",-34.5691504,-58.4636377,"ARS",50000,4,3,,,2021-09-30,6020,"https://www.properati.com.ar/detalle/4083k_alquiler_departamento_capital-federal_oppel-inmuebles_d61","depto","properati",
"17","VERA 900. Entre Serrano y Thames",-34.5952582,-58.4413867,"ARS",39000,2,1,,,2021-09-30,9000,"https://www.properati.com.ar/detalle/40b98_alquiler_departamento_villa-crespo_balcon_placard_aire-acondicionado_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_vigilancia_menasches-propiedades","depto","properati",
"18","Cochabamba 800, 3º piso",-34.6235239,-58.3769496,"ARS",28000,1,,30,30,2021-09-30,3200,"https://www.properati.com.ar/detalle/40bcp_alquiler_departamento_san-telmo_luminoso_garage_impecable_placard_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_inmobiliaria-giesso_hnd1","depto","properati",30
"19","Pico al 2300",-34.5401875,-58.4730802,"ARS",26000,1,,38,35,2021-09-30,4500,"https://www.properati.com.ar/detalle/40beb_alquiler_departamento_nunez_balcon_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_ageo-propiedades_hl11","depto","properati",38
"20","Directorio al 300",-34.6280796,-58.4319382,"ARS",30000,1,,,,2021-09-30,3000,"https://www.properati.com.ar/detalle/40bf1_alquiler_departamento_caballito_balcon_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_vigilancia_proyecto-urbano_hm9a","depto","properati",
"21","Uruguay al 1300",-34.5926856,-58.3876987,"ARS",140000,,4,,,2021-09-30,50000,"https://www.properati.com.ar/detalle/40bga_alquiler_departamento_recoleta_baulera_suite_lavadero_vestidor_luminoso_lujoso_dependencias_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_calefaccion_exa-propiedades_hmj0","depto","properati",
"22","Peña al 2800",-34.5870894,-58.4035693,"ARS",89000,3,2,80,75,2021-09-30,14200,"https://www.properati.com.ar/detalle/40bge_alquiler_departamento_barrio-norte_balcon_suite_lavadero_parrilla_piscina_garage_placard_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_encargado_apto-mascotas_capital-brokers","depto","properati",80
"23","Plaza al 1000",-34.581883,-58.4674916,"ARS",32000,1,,36,,2021-09-30,7000,"https://www.properati.com.ar/detalle/40bgg_alquiler_departamento_villa-ortuzar_balcon_luminoso_subte-linea-b_cocina_fonder-propeidades","depto","properati",36
"24","caracas  265",-34.6262241,-58.4619515,"ARS",60000,4,3,106,,2021-09-30,,"https://www.properati.com.ar/detalle/40bj1_alquiler_departamento_flores_lavadero_piscina_toilette_luminoso_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_vigilancia_erranti-estudio-inmobiliario","depto","properati",106
"25","AV DIAZ VELEZ 5100",-34.6089995,-58.4390279,"ARS",43000,3,2,46,,2021-09-30,,"https://www.properati.com.ar/detalle/40bk1_alquiler_departamento_caballito_lavadero_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_comedor_living-comedor_vigilancia_alcaraz-propiedades_hjxn","depto","properati",46
"26","J.M. MORENO 400",-34.6228901,-58.4344839,"ARS",45000,2,1,45,,2021-09-30,,"https://www.properati.com.ar/detalle/40bk2_alquiler_departamento_caballito_luminoso_subte-linea-a_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_agua-corriente_toselli-amp-fuentes","depto","properati",45
"27","Zamudio  4500 4° ",-34.58407211,-58.49547577,"ARS",32000,,,41,,2021-09-30,6450,"https://www.properati.com.ar/detalle/3vovh_alquiler_departamento_villa-pueyrredon_balcon_luminoso_lujoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_calefaccion_enrique-garcia_hnoq","depto","properati",41
"28","MORON 3800. Entre Bahia blanca y Chivilcoy",-34.6270673,-58.4831518,"ARS",48000,3,2,,,2021-09-30,5400,"https://www.properati.com.ar/detalle/408a0_alquiler_departamento_floresta_balcon_baulera_lavadero_luminoso_garage_impecable_placard_cocina_hall_living_comedor_living-comedor_vigilancia_cimas-propiedades_5c0","depto","properati",
"29","GUEMES  3000",-34.5915315,-58.4095158,"ARS",24000,2,1,,,2021-09-30,7100,"https://www.properati.com.ar/detalle/40bpr_alquiler_departamento_palermo_lavadero_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_mil-uno-propiedades_hlld","depto","properati",
"30","ARGERICH - (CABA) 3100. Entre Pedro lozano - (caba) y Nazarre - (caba)",-34.6003221,-58.492575,"ARS",25100,2,1,,,2021-09-30,4200,"https://www.properati.com.ar/detalle/37tdi_alquiler_departamento_villa-del-parque_piscina_ciclovias-y-bicisendas-de-buenos-aires_pablo-yaryura-propiedades_bly","depto","properati",
"31","Fray J. Sta. María de Oro 2800",-34.576205,-58.4215828,"USD",2000,3,2,,,2021-09-30,19600,"https://www.properati.com.ar/detalle/3ykgm_alquiler_departamento_palermo_balcon_baulera_suite_gimnasio_jardin_lavadero_parrilla_piscina_quincho_sum_toilette_vestidor_lujoso_garage_amenities_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor","depto","properati",
"32","Av Alvear 1800",-34.5878235629,-58.3890594809,"USD",2800,4,3,,,2021-09-30,69000,"https://www.properati.com.ar/detalle/3ykgw_alquiler_departamento_recoleta_balcon_suite_lavadero_toilette_vestidor_luminoso_lujoso_dependencias_garage_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_vigilancia_inmobiliaria-adriana-massa-s","depto","properati",
"33","Levene 900",-34.5855814,-58.3938383,"USD",2600,3,2,,,2021-09-30,20000,"https://www.properati.com.ar/detalle/3zot9_alquiler_departamento_recoleta_baulera_suite_lavadero_terraza_toilette_vestidor_luminoso_lujoso_dependencias_garage_amoblado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_vigilancia_inmobiliar","depto","properati",
"34","Av. Independencia  1300",-34.6179924,-58.38463974,"ARS",38000,,,41,,2021-09-30,,"https://www.properati.com.ar/detalle/4046x_alquiler_departamento_constitucion_balcon_gimnasio_lavadero_piscina_sum_terraza_luminoso_lujoso_garage_amenities_aire-acondicionado_subte-linea-e_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_cochera_ascensor_solarium_vigilancia_calefa","depto","properati",41
"35","Murillo  1100",-34.59707642,-58.44788742,"ARS",49000,,2,60,,2021-09-30,8000,"https://www.properati.com.ar/detalle/40bsn_alquiler_departamento_villa-crespo_balcon_aire-acondicionado_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_ascensor_vigilancia_marcela-lanzani-negocios-inmobiliarios_hnr6","depto","properati",60
"36","Bucarelli  2600 1° ",-34.57395172,-58.49035645,"ARS",27000,,1,33,,2021-09-30,4500,"https://www.properati.com.ar/detalle/3x1wx_alquiler_departamento_villa-urquiza_lujoso_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_ascensor_enrique-garcia_hnoq","depto","properati",33
"37","Rio Bamba 900",-34.575025711,-58.4373602278,"ARS",32000,2,1,30,,2021-09-30,5000,"https://www.properati.com.ar/detalle/407l8_venta_departamento_barrio-norte_cocina_comedor_ricciardelli-props","depto","properati",30
"38","Matienzo   2500 7° ",-34.5737915,-58.4404335,"ARS",32000,,1,33,,2021-09-30,3300,"https://www.properati.com.ar/detalle/40btd_alquiler_departamento_palermo_lujoso_aire-acondicionado_subte-linea-d_cocina_ascensor_arquitecto-albarracin-propiedades_hnj2","depto","properati",33
"39","Sanchez  1700 2º",-34.6085434,-58.46460342,"ARS",31000,,1,,,2021-09-30,4000,"https://www.properati.com.ar/detalle/40bgr_alquiler_departamento_villa-general-mitre_balcon_terraza_lujoso_ciclovias-y-bicisendas-de-buenos-aires_cocina_romano-propiedades_hnwa","depto","properati",
"40","Guayaquil 300. Entre Beauchef y Viel",-34.6201923,-58.4337914,"ARS",55000,3,2,,,2021-09-30,8000,"https://www.properati.com.ar/detalle/404cv_alquiler_departamento_caballito_balcon_lavadero_luminoso_garage_impecable_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_alemany-propiedades","depto","properati",
"41","TERRERO 900. Entre Franklin y Neuquen",-34.6163601,-58.4612659,"ARS",35000,2,1,,,2021-09-30,6000,"https://www.properati.com.ar/detalle/3ynm1_alquiler_departamento_flores_balcon_parrilla_terraza_placard_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_aguero-vera-propiedades","depto","properati",
"42","Esmeralda 800. Entre Av. córdoba y Paraguay",-34.5982564,-58.3779074,"ARS",20000,2,1,,,2021-09-30,5800,"https://www.properati.com.ar/detalle/3t7sw_alquiler_departamento_centro-microcentro_impecable_subte-linea-d_subte-linea-b_subte-linea-h_subte-linea-c_ciclovias-y-bicisendas-de-buenos-aires_cocina_del-vecchio-negocios-inmobiliarios","depto","properati",
"43","ESCALADA 0",-34.638482,-58.503657,"ARS",34000,2,1,,,2021-09-30,4500,"https://www.properati.com.ar/detalle/40bnw_alquiler_departamento_villa-luro_impecable_tizado-villa-luro","depto","properati",
"44","Baigorria  3900 2° ",-34.60954285,-58.50062943,"ARS",22000,,,25,,2021-09-30,,"https://www.properati.com.ar/detalle/3zdsy_alquiler_departamento_monte-castro_ciclovias-y-bicisendas-de-buenos-aires_vigilancia_succeso-propiedades_hnh6","depto","properati",25
"45","Adolfo Alsina   2900",-34.60865021,-58.4088707,"ARS",32000,,2,59,,2021-09-30,2800,"https://www.properati.com.ar/detalle/40btc_alquiler_departamento_balvanera_balcon_lavadero_luminoso_subte-linea-b_subte-linea-a_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_enter-propiedades_hnod","depto","properati",59
"46","Combate De Los Pozos  200",-34.61140442,-58.39314651,"ARS",35000,,,39,,2021-09-30,,"https://www.properati.com.ar/detalle/3ztig_alquiler_departamento_balvanera_balcon_lujoso_placard_aire-acondicionado_estrenar_subte-linea-b_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_vigilancia_davo-propiedades_hnea","depto","properati",39
"47","AMENABAR 1300. Entre Virrey loreto y Virrey arredon",-34.5692072,-58.451885,"ARS",48000,2,1,,,2021-09-30,12200,"https://www.properati.com.ar/detalle/3zz0y_alquiler_departamento_belgrano_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_oppel-inmuebles","depto","properati",
"48","CAMPOS SALLES 1800. Entre 3 de febrero y 11 de septiembr",-34.5490062,-58.4598177,"ARS",47000,2,1,,,2021-09-30,13800,"https://www.properati.com.ar/detalle/400t8_alquiler_departamento_nunez_balcon_parrilla_terraza_luminoso_garage_losa-radiante_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_calefaccion_oppel-inmuebles","depto","properati",
"49","ZAPATA 200. Entre Santos dumont y Matienzo",-34.574265,-58.439946,"ARS",26000,1,,,,2021-09-30,4114,"https://www.properati.com.ar/detalle/3y7m1_alquiler_departamento_belgrano_balcon_baulera_lavadero_sum_terraza_lujoso_amenities_aire-acondicionado_subte-linea-d_cocina_hall_oppel-inmuebles_d62","depto","properati",
"50","Libertador  900 3° ",-34.58691025,-58.38452911,"ARS",100000,,2,116,,2021-09-30,20000,"https://www.properati.com.ar/detalle/3yckf_alquiler_departamento_recoleta_balcon_suite_lavadero_toilette_luminoso_vista_lujoso_impecable_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_zaracho-propiedades","depto","properati",116
"51","Beruti  3100 5° ",-34.58841324,-58.40781403,"ARS",75000,,2,80,,2021-09-30,15500,"https://www.properati.com.ar/detalle/3z981_alquiler_departamento_recoleta_balcon_lavadero_toilette_luminoso_lujoso_dependencias_garage_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_ascensor_calefaccion_zaracho-propiedades","depto","properati",80
"52","ARCOS 2100. Entre Juramento y Mendoza",-34.5596898,-58.4544343,"ARS",75000,4,2,,,2021-09-30,20560,"https://www.properati.com.ar/detalle/3z9w5_alquiler_departamento_belgrano_balcon_baulera_lavadero_toilette_garage_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_oppel-inmuebles","depto","properati",
"53","CRAMER 2000. Entre Echeverria y Juramento",,,"ARS",70000,4,2,,,2021-09-30,14561,"https://www.properati.com.ar/detalle/3zdce_alquiler_departamento_belgrano_oppel-inmuebles_d61","depto","properati",
"54","Beruti  3100 5° ",-34.58841324,-58.40781403,"ARS",75000,,2,80,,2021-09-30,15500,"https://www.properati.com.ar/detalle/3ys8s_alquiler_departamento_recoleta_balcon_lavadero_toilette_luminoso_lujoso_dependencias_garage_placard_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_cochera_comedor_living-comedor_ascensor_calefaccion_zaracho-propiedades","depto","properati",80
"55","NAON 2400. Entre Esquina blanco encalada",-34.5670877,-58.4728244,"ARS",47000,1,,,,2021-09-30,,"https://www.properati.com.ar/detalle/3yzkt_alquiler_departamento_belgrano_balcon_lavadero_parrilla_sum_terraza_impecable_aire-acondicionado_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_ascensor_solarium_oppel-inmuebles_d61","depto","properati",
"56","ALBERDI, JUAN B., AV. 800. Entre Del barco centenera y Thompson",-34.6232182,-58.4392796,"ARS",27000,2,1,,,2021-09-30,,"https://www.properati.com.ar/detalle/3wcvb_alquiler_departamento_caballito_patio_luminoso_placard_subte-linea-a_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_montanaro-negocios-inmobiliarios_jah","depto","properati",
"57","Soler al 5900",-34.5782214,-58.4356839,"ARS",40000,1,,28,24,2021-09-30,550087,"https://www.properati.com.ar/detalle/40bgd_alquiler_departamento_palermo-hollywood_balcon_piscina_terraza_impecable_placard_aire-acondicionado_subte-linea-d_cocina_living_comedor_living-comedor_vigilancia_agustin-amidolare_hlnd","depto","properati",28
"58","Uriburu 100",-34.607495,-58.397662,"ARS",38000,2,1,53,50,2021-09-30,18000,"https://www.properati.com.ar/detalle/40bgz_alquiler_departamento_balvanera_luminoso_subte-linea-b_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_interurban_hlmx","depto","properati",53
"59","AREVALO 2700. Entre Av. luis maria campos y Huergo, pje.",-34.5730803,-58.4323618,"ARS",48500,2,1,,,2021-09-30,10711,"https://www.properati.com.ar/detalle/409h2_alquiler_departamento_las-canitas_balcon_suite_gimnasio_lavadero_parrilla_piscina_sum_luminoso_sauna_garage_amenities_placard_subte-linea-d_cocina_living_cochera_solarium_vigilancia_cabildo-500","depto","properati",
"60","AREVALO 2700. Entre Av. luis maria campos y Huergo, pje.",-34.5730803,-58.4323618,"ARS",48500,2,1,,,2021-09-30,10711,"https://www.properati.com.ar/detalle/409h3_alquiler_departamento_palermo_balcon_suite_gimnasio_lavadero_parrilla_piscina_sum_luminoso_sauna_garage_amenities_placard_subte-linea-d_cocina_living_cochera_solarium_vigilancia_cabildo-500","depto","properati",
"61","o higgins 1800. Entre Sucre, antonio j. de y La pampa",-34.5626638,-58.4505277,"USD",6000,5,4,,,2021-09-30,,"https://www.properati.com.ar/detalle/3gxdk_alquiler_departamento_belgrano_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_sum_terraza_toilette_vestidor_vista_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_estudio-lca","depto","properati",
"62"," JOSE CUBAS 3400. Entre Av san martin y Concordia",-34.593253,-58.5074101,"ARS",40000,1,1,,,2021-09-30,4210,"https://www.properati.com.ar/detalle/3pjak_alquiler_departamento_villa-devoto_garage_jakim-propiedades","depto","properati",
"63","AV  SALVADOR MARIA DEL CARRIL 3300. Entre Av. san martin y Llavallol",-34.5939334,-58.5034643,"ARS",45000,2,1,,,2021-09-30,5641,"https://www.properati.com.ar/detalle/3rodf_alquiler_departamento_villa-devoto_garage_aire-acondicionado_jakim-propiedades","depto","properati",
"64","CUBAS, JOSE 3400. Entre Concordia y San martin, av.",-34.592613,-58.5066553,"ARS",40000,1,1,,,2021-09-30,4210,"https://www.properati.com.ar/detalle/3w730_alquiler_departamento_villa-devoto_balcon_luminoso_garage_cocina_jakim-propiedades","depto","properati",
"65","CUBAS, JOSE 3400. Entre Concordia y San martin, av.",-34.592613,-58.5066553,"ARS",45000,2,1,,,2021-09-30,5700,"https://www.properati.com.ar/detalle/30van_alquiler_departamento_villa-devoto_balcon_vestidor_garage_aire-acondicionado_jakim-propiedades","depto","properati",
"66","Chivilcoy 2000",-34.615138,-58.49843,"ARS",44000,2,1,,,2021-09-30,,"https://www.properati.com.ar/detalle/3zxp0_alquiler_departamento_monte-castro_balcon_parrilla_piscina_quincho_luminoso_vista_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_vigilancia_tizado-devoto","depto","properati",
"67","Junin 1400",-34.591467,-58.395491,"ARS",45000,2,1,,,2021-09-30,,"https://www.properati.com.ar/detalle/40bmh_alquiler_departamento_recoleta_lavadero_terraza_placard_estrenar_subte-linea-d_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_tizado-recoleta","depto","properati",
"68","Av Rivadavia  3500 13° ",-34.61104584,-58.41687012,"ARS",30000,,1,45,,2021-09-30,8000,"https://www.properati.com.ar/detalle/40bml_alquiler_departamento_almagro_luminoso_lujoso_placard_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_ascensor_desarrollos-inmobiliarios-adl_ho1b","depto","properati",45
"69","SANABRIA 4500",-34.5981813,-58.5183943,"ARS",40000,2,1,,,2021-09-30,5500,"https://www.properati.com.ar/detalle/40bpk_alquiler_departamento_villa-devoto_maria-ojeda-y-asociados","depto","properati",
"70","QUIRNO 100. Entre Ramon l falcon y  juan bautista alberdi",-34.6328994,-58.470319,"ARS",25500,2,1,,,2021-09-30,2500,"https://www.properati.com.ar/detalle/3wcvc_alquiler_departamento_flores_lavadero_luminoso_subte-linea-a_ciclovias-y-bicisendas-de-buenos-aires_cocina_mr-inmuebles_akd","depto","properati",
"71","Virrey Loreto 2400",-34.5675238,-58.4497391,"ARS",32000,2,1,35,,2021-09-30,,"https://www.properati.com.ar/detalle/3yu6o_alquiler_departamento_belgrano_subte-linea-d_ciclovias-y-bicisendas-de-buenos-aires_living_comedor_living-comedor_teglia-propiedades_hkga","depto","properati",35
"72","Av Triunvirato 3064",-34.5845111,-58.4657409,"ARS",27000,2,1,34,,2021-09-30,,"https://www.properati.com.ar/detalle/400ja_alquiler_departamento_villa-urquiza_baulera_lavadero_garage_subte-linea-b_ciclovias-y-bicisendas-de-buenos-aires_cocina_cespedes-propiedades","depto","properati",34
"73","Cullen 4900",-34.571861,-58.486032,"ARS",48000,2,1,,,2021-09-30,,"https://www.properati.com.ar/detalle/3yog3_alquiler_departamento_villa-urquiza_jardin_lavadero_lujoso_garage_subte-linea-b_cocina_vigilancia_tizado-urquiza","depto","properati",
"74","Husares 2200",-34.551815,-58.443108,"ARS",100000,3,2,,,2021-09-30,20000,"https://www.properati.com.ar/detalle/40bkw_alquiler_departamento_belgrano_balcon_suite_lavadero_piscina_toilette_luminoso_vista_garage_amenities_losa-radiante_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_cochera_comedor_solarium_vigilancia_calefaccion_am-ppropiedades-am-propiedades","depto","properati",
"75","CORNCORDIA  2100. Entre Lascano  y Alvarez jonte ",-34.6120665,-58.493103,"ARS",75000,3,2,,,2021-09-30,5000,"https://www.properati.com.ar/detalle/40bpo_alquiler_departamento_villa-del-parque_balcon_lavadero_parrilla_terraza_toilette_placard_aire-acondicionado_estrenar_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_solarium_matias-szpira-bienes-raices_m3x","depto","properati",
"76"," Ramon Falcón 4900. Entre Leopardi y Donizetti",-34.6383857,-58.4971355,"ARS",54000,3,2,,,2021-09-30,9200,"https://www.properati.com.ar/detalle/3ztha_alquiler_departamento_villa-luro_luminoso_garage_placard_cochera_niro-brokers","depto","properati",
"77","Julieta Lanteri  1200",-34.61274338,-58.35912704,"USD",3500,,4,233,,2021-09-30,47600,"https://www.properati.com.ar/detalle/403ej_alquiler_departamento_puerto-madero_balcon_baulera_suite_gimnasio_jardin_lavadero_piscina_toilette_vista_sauna_lujoso_garage_tenis_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_living-comedor_ascensor_vigilancia_calefacci","depto","properati",233
"78","Hortiguera  600 4° ",-34.63045883,-58.44429016,"ARS",23000,,,27,,2021-09-30,3800,"https://www.properati.com.ar/detalle/40br3_alquiler_departamento_parque-chacabuco_balcon_luminoso_subte-linea-e_ciclovias-y-bicisendas-de-buenos-aires_cocina_ascensor_conin-propiedades_hnqw","depto","properati",27
"79","Crespo 2700",-34.6508074,-58.4310679,"ARS",28000,3,2,55,,2021-09-30,,"https://www.properati.com.ar/detalle/40blr_alquiler_departamento_pompeya_cocina_itar-propiedades_hpg7","depto","properati",55
"80","Posadas 1600",-34.5863502369,-58.389042832,"USD",15000,5,4,,,2021-09-30,166000,"https://www.properati.com.ar/detalle/3ykfs_alquiler_departamento_recoleta_baulera_suite_lavadero_toilette_vestidor_dependencias_garage_impecable_aire-acondicionado_subte-linea-h_ciclovias-y-bicisendas-de-buenos-aires_cocina_hall_living_cochera_comedor_alarma_vigilancia_calefaccion_inmobiliar","depto","properati",
"81","Chivilcoy 2000",-34.615138,-58.49843,"ARS",44000,,1,,,2021-09-30,,"https://www.properati.com.ar/detalle/409c6_alquiler_departamento_villa-devoto_balcon_parrilla_piscina_quincho_luminoso_vista_ciclovias-y-bicisendas-de-buenos-aires_cocina_living_comedor_living-comedor_vigilancia_tizado-devoto","depto","properati",
